fileName,emotion,level,valence,arousal
1003_IEO_ANG_MD.mp4,A,70.6,-1.0,0.9
1016_IEO_ANG_MD.mp4,A,44.8888888888889,-1.0,0.9
1057_IWL_ANG_XX.mp4,D,62.6666666666667,-0.9,0.5
1042_IWL_ANG_XX.mp4,D:N,51.2222222222222,0.0,0.5
1015_IWL_NEU_XX.mp4,N,63.5,0.0,0.5
1012_IEO_ANG_HI.mp4,A,87.7,-1.0,0.9
1007_IEO_ANG_HI.mp4,A:D,64.9090909090909,0.0,0.5
1018_ITS_SAD_XX.mp4,N,55.875,0.0,0.5
1043_TAI_NEU_XX.mp4,N,77.125,0.0,0.5
1056_TAI_NEU_XX.mp4,N,68.5555555555556,0.0,0.5
1088_MTI_FEA_XX.mp4,N,54.9,0.0,0.5
1001_TAI_ANG_XX.mp4,D:N,56.0,0.0,0.5
1014_TAI_ANG_XX.mp4,A,70.7,-1.0,0.9
1030_TSI_ANG_XX.mp4,A,61.4444444444444,-1.0,0.9
1025_TSI_ANG_XX.mp4,A,73.6666666666667,-1.0,0.9
1072_TSI_NEU_XX.mp4,N,71.4444444444444,0.0,0.5
1067_TSI_NEU_XX.mp4,N,58.1,0.0,0.5
1064_IEO_FEA_MD.mp4,F,59.2222222222222,-0.8,0.8
1011_IWL_HAP_XX.mp4,N,78.8571428571429,0.0,0.5
1029_IOM_DIS_XX.mp4,D,46.375,-0.9,0.5
1004_IWL_HAP_XX.mp4,N,62.2,0.0,0.5
1071_IEO_FEA_MD.mp4,N,49.0,0.0,0.5
1030_IWL_FEA_XX.mp4,A,47.125,-1.0,0.9
1061_TAI_SAD_XX.mp4,N,44.2857142857143,0.0,0.5
1045_IEO_HAP_MD.mp4,N,46.7,0.0,0.5
1050_IEO_HAP_MD.mp4,D,74.2222222222222,-0.9,0.5
1074_TAI_SAD_XX.mp4,N,76.5,0.0,0.5
1025_IWL_FEA_XX.mp4,N,55.1666666666667,0.0,0.5
1078_ITS_ANG_XX.mp4,A,74.1818181818182,-1.0,0.9
1075_IEO_FEA_HI.mp4,F,69.8,-0.8,0.8
1060_IEO_FEA_HI.mp4,F,49.0,-0.8,0.8
1050_TSI_SAD_XX.mp4,N,47.7,0.0,0.5
1054_IEO_HAP_HI.mp4,F:H,67.8888888888889,0.0,0.5
1041_IEO_HAP_HI.mp4,D,58.7,-0.9,0.5
1045_TSI_SAD_XX.mp4,N,56.0,0.0,0.5
1063_IEO_SAD_MD.mp4,N,51.4285714285714,0.0,0.5
1047_TAI_HAP_XX.mp4,H,44.0,1.0,0.8
1052_TAI_HAP_XX.mp4,F,77.7,-0.8,0.8
1076_IEO_SAD_MD.mp4,N,49.0,0.0,0.5
1066_TAI_FEA_XX.mp4,N,57.3,0.0,0.5
1037_IWL_SAD_XX.mp4,N,64.625,0.0,0.5
1022_IWL_SAD_XX.mp4,S,51.3333333333333,-1.0,0.3
1073_TAI_FEA_XX.mp4,N,47.7,0.0,0.5
1072_IEO_SAD_HI.mp4,S,52.9090909090909,-1.0,0.3
1076_TSI_HAP_XX.mp4,H:N,66.5555555555556,0.0,0.5
1063_TSI_HAP_XX.mp4,F,76.375,-0.8,0.8
1067_IEO_SAD_HI.mp4,S,52.5555555555556,-1.0,0.3
1057_TSI_FEA_XX.mp4,F,50.7777777777778,-0.8,0.8
1042_TSI_FEA_XX.mp4,N,51.5,0.0,0.5
1082_ITH_SAD_XX.mp4,N,55.8888888888889,0.0,0.5
1084_IEO_NEU_XX.mp4,N,62.3,0.0,0.5
1091_IEO_NEU_XX.mp4,N,74.8888888888889,0.0,0.5
1006_DFA_FEA_XX.mp4,N:S,62.2,0.0,0.5
1030_IEO_ANG_LO.mp4,N,58.1818181818182,0.0,0.5
1025_IEO_ANG_LO.mp4,N,75.6,0.0,0.5
1013_DFA_FEA_XX.mp4,N,64.3636363636364,0.0,0.5
1027_DFA_HAP_XX.mp4,N,58.5714285714286,0.0,0.5
1016_ITH_DIS_XX.mp4,N,60.0,0.0,0.5
1003_ITH_DIS_XX.mp4,N:S,53.4,0.0,0.5
1032_DFA_HAP_XX.mp4,H,55.7,1.0,0.8
1074_WSI_ANG_XX.mp4,A,67.4,-1.0,0.9
1061_WSI_ANG_XX.mp4,A,53.8,-1.0,0.9
1090_ITH_FEA_XX.mp4,N,59.2222222222222,0.0,0.5
1085_ITH_FEA_XX.mp4,N:S,61.6666666666667,0.0,0.5
1080_DFA_DIS_XX.mp4,N,38.0,0.0,0.5
1036_WSI_NEU_XX.mp4,N,57.5555555555556,0.0,0.5
1023_WSI_NEU_XX.mp4,N,39.75,0.0,0.5
1001_DFA_SAD_XX.mp4,N,43.0,0.0,0.5
1014_DFA_SAD_XX.mp4,N,47.5555555555556,0.0,0.5
1005_TIE_DIS_XX.mp4,D,35.5,-0.9,0.5
1014_WSI_SAD_XX.mp4,N,35.625,0.0,0.5
1010_TIE_DIS_XX.mp4,A,50.1428571428571,-1.0,0.9
1001_WSI_SAD_XX.mp4,N,62.7777777777778,0.0,0.5
1039_IWW_DIS_XX.mp4,D,56.3,-0.9,0.5
1023_DFA_NEU_XX.mp4,N,64.5555555555556,0.0,0.5
1084_TIE_SAD_XX.mp4,N:S,56.1,0.0,0.5
1080_WSI_DIS_XX.mp4,D,74.0,-0.9,0.5
1091_TIE_SAD_XX.mp4,N,63.5,0.0,0.5
1036_DFA_NEU_XX.mp4,N,68.1111111111111,0.0,0.5
1061_DFA_ANG_XX.mp4,A,73.1111111111111,-1.0,0.9
1057_IEO_FEA_LO.mp4,N,67.7,0.0,0.5
1042_IEO_FEA_LO.mp4,H:N,51.7777777777778,0.0,0.5
1074_DFA_ANG_XX.mp4,A,67.125,-1.0,0.9
1076_IEO_HAP_LO.mp4,N,60.125,0.0,0.5
1063_IEO_HAP_LO.mp4,H,65.7,1.0,0.8
1013_WSI_FEA_XX.mp4,N,62.625,0.0,0.5
1006_WSI_FEA_XX.mp4,F,50.6666666666667,-0.8,0.8
1032_WSI_HAP_XX.mp4,N,50.625,0.0,0.5
1027_WSI_HAP_XX.mp4,A,69.3,-1.0,0.9
1050_IEO_SAD_LO.mp4,N,66.8,0.0,0.5
1045_IEO_SAD_LO.mp4,S,63.5,-1.0,0.3
1083_TIE_FEA_XX.mp4,N,56.125,0.0,0.5
1014_IWW_NEU_XX.mp4,N,46.1,0.0,0.5
1001_IWW_NEU_XX.mp4,N,60.6,0.0,0.5
1056_IWW_ANG_XX.mp4,D,56.2222222222222,-0.9,0.5
1043_IWW_ANG_XX.mp4,D,56.2222222222222,-0.9,0.5
1028_TIE_NEU_XX.mp4,N,58.0,0.0,0.5
1088_DFA_FEA_XX.mp4,N,64.0,0.0,0.5
1079_ITH_ANG_XX.mp4,D,69.3333333333333,-0.9,0.5
1031_IWW_FEA_XX.mp4,F:N,40.1,0.0,0.5
1024_IWW_FEA_XX.mp4,F,52.5555555555556,-0.8,0.8
1010_IWW_HAP_XX.mp4,H,68.75,1.0,0.8
1088_WSI_FEA_XX.mp4,N:S,64.8888888888889,0.0,0.5
1005_IWW_HAP_XX.mp4,H:N,58.5,0.0,0.5
1018_TIE_FEA_XX.mp4,S,45.5,-1.0,0.3
1039_TIE_HAP_XX.mp4,H,69.2,1.0,0.8
1036_IWW_SAD_XX.mp4,F,43.2222222222222,-0.8,0.8
1023_IWW_SAD_XX.mp4,N,59.375,0.0,0.5
1027_MTI_HAP_XX.mp4,N,61.2,0.0,0.5
1032_MTI_HAP_XX.mp4,N,51.5555555555556,0.0,0.5
1006_MTI_FEA_XX.mp4,S,51.1,-1.0,0.3
1013_MTI_FEA_XX.mp4,S,58.4545454545455,-1.0,0.3
1083_ITS_SAD_XX.mp4,N,44.625,0.0,0.5
1017_ITS_DIS_XX.mp4,F,56.8,-0.8,0.8
1002_ITS_DIS_XX.mp4,S,62.5,-1.0,0.3
1004_IOM_NEU_XX.mp4,N,51.7272727272727,0.0,0.5
1011_IOM_NEU_XX.mp4,N,69.2222222222222,0.0,0.5
1046_IOM_ANG_XX.mp4,N,64.1,0.0,0.5
1053_IOM_ANG_XX.mp4,A,47.0909090909091,-1.0,0.9
1091_ITS_FEA_XX.mp4,F,57.3,-0.8,0.8
1084_ITS_FEA_XX.mp4,F:N,44.9,0.0,0.5
1001_MTI_SAD_XX.mp4,N,55.8888888888889,0.0,0.5
1014_MTI_SAD_XX.mp4,N,53.875,0.0,0.5
1080_MTI_DIS_XX.mp4,D,39.8,-0.9,0.5
1089_IEO_ANG_HI.mp4,A,74.4,-1.0,0.9
1068_IEO_DIS_HI.mp4,A:D,61.125,0.0,0.5
1061_MTI_ANG_XX.mp4,A,93.7777777777778,-1.0,0.9
1074_MTI_ANG_XX.mp4,A,71.4444444444444,-1.0,0.9
1023_MTI_NEU_XX.mp4,N,67.9,0.0,0.5
1036_MTI_NEU_XX.mp4,N,66.0,0.0,0.5
1021_IOM_FEA_XX.mp4,N,63.4,0.0,0.5
1034_IOM_FEA_XX.mp4,N,48.5555555555556,0.0,0.5
1079_IEO_DIS_MD.mp4,N,41.8,0.0,0.5
1038_IWL_DIS_XX.mp4,D,54.5555555555556,-0.9,0.5
1015_IOM_HAP_XX.mp4,H,65.7777777777778,1.0,0.8
1026_IOM_SAD_XX.mp4,S,48.5,-1.0,0.3
1033_IOM_SAD_XX.mp4,N:S,65.75,0.0,0.5
1027_TAI_NEU_XX.mp4,N,53.5555555555556,0.0,0.5
1069_ITS_SAD_XX.mp4,F,53.9,-0.8,0.8
1032_TAI_NEU_XX.mp4,N:S,46.0,0.0,0.5
1065_TAI_ANG_XX.mp4,A,48.2,-1.0,0.9
1070_TAI_ANG_XX.mp4,A,81.8888888888889,-1.0,0.9
1054_TSI_ANG_XX.mp4,D,57.4444444444444,-0.9,0.5
1041_TSI_ANG_XX.mp4,A,67.3636363636364,-1.0,0.9
1016_TSI_NEU_XX.mp4,N,65.2222222222222,0.0,0.5
1003_TSI_NEU_XX.mp4,N,61.5,0.0,0.5
1033_IWL_ANG_XX.mp4,A,65.2,-1.0,0.9
1026_IWL_ANG_XX.mp4,A,62.0,-1.0,0.9
1067_IEO_ANG_MD.mp4,H,49.8571428571429,1.0,0.8
1072_IEO_ANG_MD.mp4,A,57.125,-1.0,0.9
1071_IWL_NEU_XX.mp4,N,50.2,0.0,0.5
1064_IWL_NEU_XX.mp4,N,62.6,0.0,0.5
1076_IEO_ANG_HI.mp4,A,69.2222222222222,-1.0,0.9
1063_IEO_ANG_HI.mp4,A,76.7,-1.0,0.9
1053_IWL_SAD_XX.mp4,N,60.6666666666667,0.0,0.5
1002_TAI_FEA_XX.mp4,F,44.6666666666667,-0.8,0.8
1082_IEO_DIS_HI.mp4,D,49.875,-0.9,0.5
1017_TAI_FEA_XX.mp4,N,54.5555555555556,0.0,0.5
1046_IWL_SAD_XX.mp4,N,53.7777777777778,0.0,0.5
1007_IEO_SAD_MD.mp4,N,56.3,0.0,0.5
1023_TAI_HAP_XX.mp4,H,44.4285714285714,1.0,0.8
1036_TAI_HAP_XX.mp4,D,58.4444444444444,-0.9,0.5
1012_IEO_SAD_MD.mp4,N,48.3,0.0,0.5
1033_TSI_FEA_XX.mp4,N,44.3,0.0,0.5
1086_IEO_DIS_MD.mp4,D,60.4,-0.9,0.5
1026_TSI_FEA_XX.mp4,F,54.1111111111111,-0.8,0.8
1016_IEO_SAD_HI.mp4,N,61.8,0.0,0.5
1012_TSI_HAP_XX.mp4,F,45.7777777777778,-0.8,0.8
1007_TSI_HAP_XX.mp4,N,67.2222222222222,0.0,0.5
1003_IEO_SAD_HI.mp4,N,58.2,0.0,0.5
1005_TAI_SAD_XX.mp4,N,48.2,0.0,0.5
1054_IWL_FEA_XX.mp4,N,72.5714285714286,0.0,0.5
1021_IEO_HAP_MD.mp4,N,70.2222222222222,0.0,0.5
1034_IEO_HAP_MD.mp4,H,59.1111111111111,1.0,0.8
1041_IWL_FEA_XX.mp4,N,54.2222222222222,0.0,0.5
1010_TAI_SAD_XX.mp4,N,62.8181818181818,0.0,0.5
1075_IWL_HAP_XX.mp4,N,63.4444444444444,0.0,0.5
1060_IWL_HAP_XX.mp4,N,46.1111111111111,0.0,0.5
1058_IOM_DIS_XX.mp4,D,61.5714285714286,-0.9,0.5
1015_IEO_FEA_MD.mp4,F:N,45.5,0.0,0.5
1009_ITS_ANG_XX.mp4,A,70.5714285714286,-1.0,0.9
1034_TSI_SAD_XX.mp4,N,67.4,0.0,0.5
1030_IEO_HAP_HI.mp4,H,71.2222222222222,1.0,0.8
1025_IEO_HAP_HI.mp4,A:H,59.0,0.0,0.5
1021_TSI_SAD_XX.mp4,N,52.6,0.0,0.5
1011_IEO_FEA_HI.mp4,A,70.875,-1.0,0.9
1084_TAI_DIS_XX.mp4,N,47.0,0.0,0.5
1004_IEO_FEA_HI.mp4,N,57.75,0.0,0.5
1091_TAI_DIS_XX.mp4,N,66.375,0.0,0.5
1010_WSI_ANG_XX.mp4,A,56.9,-1.0,0.9
1005_WSI_ANG_XX.mp4,A,84.1111111111111,-1.0,0.9
1052_WSI_NEU_XX.mp4,N,35.0,0.0,0.5
1047_WSI_NEU_XX.mp4,A,37.5,-1.0,0.9
1065_DFA_SAD_XX.mp4,N,67.6666666666667,0.0,0.5
1070_DFA_SAD_XX.mp4,N,57.7272727272727,0.0,0.5
1080_TIE_ANG_XX.mp4,A,44.6666666666667,-1.0,0.9
1072_ITH_DIS_XX.mp4,N,46.2857142857143,0.0,0.5
1043_DFA_HAP_XX.mp4,H,61.2,1.0,0.8
1056_DFA_HAP_XX.mp4,H,60.3,1.0,0.8
1067_ITH_DIS_XX.mp4,N,47.2727272727273,0.0,0.5
1054_IEO_ANG_LO.mp4,H,64.5714285714286,1.0,0.8
1062_DFA_FEA_XX.mp4,N,45.9,0.0,0.5
1077_DFA_FEA_XX.mp4,N,64.625,0.0,0.5
1041_IEO_ANG_LO.mp4,A:N,46.2222222222222,0.0,0.5
1056_WSI_HAP_XX.mp4,N,41.8888888888889,0.0,0.5
1043_WSI_HAP_XX.mp4,N,37.4444444444444,0.0,0.5
1077_WSI_FEA_XX.mp4,A:D,42.2,0.0,0.5
1062_WSI_FEA_XX.mp4,S,52.9,-1.0,0.3
1086_ITH_ANG_XX.mp4,A,61.0,-1.0,0.9
1034_IEO_SAD_LO.mp4,N:S,58.25,0.0,0.5
1021_IEO_SAD_LO.mp4,N,55.5555555555556,0.0,0.5
1061_TIE_DIS_XX.mp4,A:H,38.7,0.0,0.5
1070_WSI_SAD_XX.mp4,D,46.5555555555556,-0.9,0.5
1074_TIE_DIS_XX.mp4,D,44.2222222222222,-0.9,0.5
1065_WSI_SAD_XX.mp4,N,67.0,0.0,0.5
1047_DFA_NEU_XX.mp4,N,70.1111111111111,0.0,0.5
1052_DFA_NEU_XX.mp4,N,73.0,0.0,0.5
1048_IWW_DIS_XX.mp4,N,62.6,0.0,0.5
1012_IEO_HAP_LO.mp4,S,53.0,-1.0,0.3
1007_IEO_HAP_LO.mp4,H,46.1,1.0,0.8
1033_IEO_FEA_LO.mp4,S,63.1,-1.0,0.3
1005_DFA_ANG_XX.mp4,A,60.3333333333333,-1.0,0.9
1010_DFA_ANG_XX.mp4,A,51.8888888888889,-1.0,0.9
1026_IEO_FEA_LO.mp4,N,58.7777777777778,0.0,0.5
1068_ITH_SAD_XX.mp4,F:N,58.3333333333333,0.0,0.5
1070_IWW_NEU_XX.mp4,N,56.0,0.0,0.5
1065_IWW_NEU_XX.mp4,N,62.9,0.0,0.5
1032_IWW_ANG_XX.mp4,F,59.0,-0.8,0.8
1027_IWW_ANG_XX.mp4,A,69.5,-1.0,0.9
1059_TIE_NEU_XX.mp4,N,63.3,0.0,0.5
1052_IWW_SAD_XX.mp4,F,68.4285714285714,-0.8,0.8
1047_IWW_SAD_XX.mp4,F,42.9,-0.8,0.8
1089_IEO_HAP_LO.mp4,H,71.4444444444444,1.0,0.8
1008_ITH_ANG_XX.mp4,A,59.0,-1.0,0.9
1074_IWW_HAP_XX.mp4,H,66.8888888888889,1.0,0.8
1061_IWW_HAP_XX.mp4,N,60.625,0.0,0.5
1055_IWW_FEA_XX.mp4,F,54.5,-0.8,0.8
1040_IWW_FEA_XX.mp4,N,60.625,0.0,0.5
1048_TIE_HAP_XX.mp4,N,64.1,0.0,0.5
1069_TIE_FEA_XX.mp4,F,62.25,-0.8,0.8
1065_MTI_SAD_XX.mp4,N,74.0,0.0,0.5
1070_MTI_SAD_XX.mp4,D,58.8888888888889,-0.9,0.5
1062_MTI_FEA_XX.mp4,N,33.8571428571429,0.0,0.5
1077_MTI_FEA_XX.mp4,N,70.1111111111111,0.0,0.5
1043_MTI_HAP_XX.mp4,H,56.4,1.0,0.8
1056_MTI_HAP_XX.mp4,H,76.5,1.0,0.8
1060_IOM_NEU_XX.mp4,N,65.0,0.0,0.5
1075_IOM_NEU_XX.mp4,N,61.3333333333333,0.0,0.5
1073_ITS_DIS_XX.mp4,N,46.4444444444444,0.0,0.5
1066_ITS_DIS_XX.mp4,N,52.375,0.0,0.5
1022_IOM_ANG_XX.mp4,A,76.7777777777778,-1.0,0.9
1037_IOM_ANG_XX.mp4,A,77.6666666666667,-1.0,0.9
1087_ITS_ANG_XX.mp4,D,54.375,-0.9,0.5
1042_IOM_SAD_XX.mp4,N,46.7,0.0,0.5
1057_IOM_SAD_XX.mp4,N,65.3333333333333,0.0,0.5
1089_IEO_SAD_MD.mp4,N,58.0909090909091,0.0,0.5
1005_MTI_ANG_XX.mp4,A,49.2,-1.0,0.9
1010_MTI_ANG_XX.mp4,A:N,55.7142857142857,0.0,0.5
1019_IEO_DIS_HI.mp4,D,57.0909090909091,-0.9,0.5
1047_MTI_NEU_XX.mp4,N,59.0,0.0,0.5
1052_MTI_NEU_XX.mp4,N,52.2222222222222,0.0,0.5
1064_IOM_HAP_XX.mp4,H,46.0,1.0,0.8
1089_TSI_HAP_XX.mp4,N,72.0,0.0,0.5
1071_IOM_HAP_XX.mp4,N,73.0,0.0,0.5
1049_IWL_DIS_XX.mp4,A,71.9090909090909,-1.0,0.9
1008_IEO_DIS_MD.mp4,D,55.3333333333333,-0.9,0.5
1045_IOM_FEA_XX.mp4,N,48.8888888888889,0.0,0.5
1050_IOM_FEA_XX.mp4,A:S,34.2,0.0,0.5
1083_TAI_SAD_XX.mp4,N,63.125,0.0,0.5
1026_TSI_DIS_XX.mp4,F,57.7777777777778,-0.8,0.8
1086_IEO_FEA_MD.mp4,N,49.5,0.0,0.5
1033_TSI_DIS_XX.mp4,N,38.6,0.0,0.5
1017_TAI_DIS_XX.mp4,N,54.3333333333333,0.0,0.5
1082_IEO_FEA_HI.mp4,S,56.9,-1.0,0.3
1002_TAI_DIS_XX.mp4,D,61.1,-0.9,0.5
1091_TAI_FEA_XX.mp4,N,63.1428571428571,0.0,0.5
1004_IEO_DIS_HI.mp4,D,52.7272727272727,-0.9,0.5
1084_TAI_FEA_XX.mp4,N,63.8571428571429,0.0,0.5
1011_IEO_DIS_HI.mp4,A,58.8888888888889,-1.0,0.9
1018_MTI_ANG_XX.mp4,N,59.875,0.0,0.5
1081_IEO_SAD_MD.mp4,N,55.0,0.0,0.5
1058_IOM_FEA_XX.mp4,F,48.3,-0.8,0.8
1015_IEO_DIS_MD.mp4,N,65.5,0.0,0.5
1081_TSI_HAP_XX.mp4,H,77.1,1.0,0.8
1085_IEO_SAD_HI.mp4,N,66.1111111111111,0.0,0.5
1079_IOM_HAP_XX.mp4,H,62.4,1.0,0.8
1041_IWL_DIS_XX.mp4,D,53.6,-0.9,0.5
1054_IWL_DIS_XX.mp4,N,56.9,0.0,0.5
1090_IEO_SAD_HI.mp4,N,61.0,0.0,0.5
1078_MTI_SAD_XX.mp4,S,51.2,-1.0,0.3
1085_TSI_NEU_XX.mp4,N,53.0,0.0,0.5
1090_TSI_NEU_XX.mp4,N,54.2857142857143,0.0,0.5
1068_IOM_NEU_XX.mp4,N,66.1,0.0,0.5
1081_IEO_HAP_LO.mp4,N,63.8888888888889,0.0,0.5
1083_DFA_ANG_XX.mp4,A,74.7,-1.0,0.9
1073_TIE_SAD_XX.mp4,N,58.4444444444444,0.0,0.5
1062_WSI_DIS_XX.mp4,D,56.4,-0.9,0.5
1066_TIE_SAD_XX.mp4,S,45.6,-1.0,0.3
1077_WSI_DIS_XX.mp4,A,50.1,-1.0,0.9
1026_IEO_DIS_LO.mp4,D:N,49.8,0.0,0.5
1033_IEO_DIS_LO.mp4,D,47.8888888888889,-0.9,0.5
1015_ITH_ANG_XX.mp4,F:N,56.875,0.0,0.5
1048_IWW_FEA_XX.mp4,F:N,38.1111111111111,0.0,0.5
1042_ITH_NEU_XX.mp4,N,73.2,0.0,0.5
1057_ITH_NEU_XX.mp4,N,69.3,0.0,0.5
1069_IWW_HAP_XX.mp4,F,32.3333333333333,-0.8,0.8
1074_TIE_FEA_XX.mp4,N,55.1111111111111,0.0,0.5
1061_TIE_FEA_XX.mp4,N,48.875,0.0,0.5
1055_TIE_HAP_XX.mp4,N,62.375,0.0,0.5
1040_TIE_HAP_XX.mp4,F,48.7777777777778,-0.8,0.8
1073_IEO_NEU_XX.mp4,N,66.8,0.0,0.5
1066_IEO_NEU_XX.mp4,N,69.8181818181818,0.0,0.5
1060_ITH_SAD_XX.mp4,N,64.0,0.0,0.5
1075_ITH_SAD_XX.mp4,N,44.5,0.0,0.5
1046_ITH_HAP_XX.mp4,N,49.0,0.0,0.5
1077_DFA_DIS_XX.mp4,A:N,64.625,0.0,0.5
1062_DFA_DIS_XX.mp4,N,63.6,0.0,0.5
1053_ITH_HAP_XX.mp4,F,74.8888888888889,-0.8,0.8
1067_ITH_FEA_XX.mp4,N,50.0,0.0,0.5
1078_IWW_NEU_XX.mp4,N,60.0,0.0,0.5
1072_ITH_FEA_XX.mp4,F,57.0,-0.8,0.8
1083_WSI_ANG_XX.mp4,A,67.5555555555556,-1.0,0.9
1013_TIE_ANG_XX.mp4,A,84.5,-1.0,0.9
1006_TIE_ANG_XX.mp4,A,55.75,-1.0,0.9
1051_TIE_NEU_XX.mp4,N,69.2857142857143,0.0,0.5
1044_TIE_NEU_XX.mp4,N,57.4545454545455,0.0,0.5
1029_IEO_SAD_LO.mp4,N,66.4444444444444,0.0,0.5
1069_TIE_DIS_XX.mp4,A:D,53.8,0.0,0.5
1078_WSI_SAD_XX.mp4,A:S,52.8571428571429,0.0,0.5
1040_IWW_DIS_XX.mp4,F,52.0,-0.8,0.8
1055_IWW_DIS_XX.mp4,F,56.5555555555556,-0.8,0.8
