fileName,valence,arousal,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_mean_13,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,mfcc_std_13,mfcc_delta_1,mfcc_delta_2,mfcc_delta_3,mfcc_delta_4,mfcc_delta_5,mfcc_delta_6,mfcc_delta_7,mfcc_delta_8,mfcc_delta_9,mfcc_delta_10,mfcc_delta_11,mfcc_delta_12,mfcc_delta_13,mfcc_delta2_1,mfcc_delta2_2,mfcc_delta2_3,mfcc_delta2_4,mfcc_delta2_5,mfcc_delta2_6,mfcc_delta2_7,mfcc_delta2_8,mfcc_delta2_9,mfcc_delta2_10,mfcc_delta2_11,mfcc_delta2_12,mfcc_delta2_13,pitch_mean,pitch_std,pitch_range,voiced_ratio,energy_mean,energy_std,spec_centroid,spec_bandwidth,spec_rolloff,zcr,face_detected,face_mar_mean,face_mar_std,face_ear_mean,face_ear_std,face_brow_mean,face_brow_std
1003_IEO_ANG_MD.mp4,-0.5971,0.6824,-299.7784729003906,80.67680358886719,2.101898193359375,6.6422505378723145,5.848099231719971,0.36456000804901123,-2.0124011039733887,-5.294074058532715,-5.797834396362305,-8.6275053024292,1.7410483360290527,-12.559123992919922,-5.916001796722412,154.0231170654297,32.107078552246094,37.67988586425781,29.787094116210938,20.83721923828125,18.16094970703125,10.950725555419922,10.397618293762207,8.771953582763672,6.787918567657471,11.743792533874512,7.179147720336914,6.673215389251709,-0.007457949686795473,-0.03922730311751366,-0.13866139948368073,-0.026992863044142723,0.025075474753975868,-0.0348128080368042,-0.09246059507131577,-0.04897386580705643,-0.005639072507619858,0.010669874027371407,-0.004076353739947081,0.01118458155542612,-0.02720043621957302,-0.20738370716571808,-0.08892228454351425,0.06249888613820076,-0.01642436534166336,-0.02367292158305645,0.03623944893479347,0.04128105193376541,-0.020209316164255142,-0.04217857867479324,0.0229419507086277,-0.0010968592250719666,-0.059735339134931564,-0.007067125290632248,251.50297910715076,169.15592374755192,441.9116718133125,0.9999999876543212,0.05317901819944382,0.06546827405691147,1701.8075054484862,1853.1016985741182,3408.8541666666665,0.1086697048611111,1.0,0.3004481299969801,0.09889679254815795,0.5036734191043345,0.015869624803796094,0.05456414151896852,0.0025361489617449036
1016_IEO_ANG_MD.mp4,-0.5071,0.5796,-323.3769836425781,112.14887237548828,26.86785888671875,12.269128799438477,5.83860445022583,2.128960371017456,1.5150744915008545,-3.580018997192383,-5.395218372344971,-2.142225503921509,-0.3329247236251831,-0.7241430282592773,-7.567102432250977,130.483154296875,21.99172592163086,39.5179328918457,32.29250717163086,23.016239166259766,11.107317924499512,9.301830291748047,12.057394981384277,9.209224700927734,6.047631740570068,6.722832202911377,6.387069225311279,6.009879112243652,-0.010763081721961498,-0.028626909479498863,0.04659241437911987,-0.004348373040556908,0.010837958194315434,-0.01614568568766117,-0.0018652763683348894,0.00515828188508749,0.0789678692817688,0.1545478105545044,0.11037392169237137,0.01032729260623455,0.035359784960746765,0.06600180268287659,-0.037222687155008316,-0.188741996884346,-0.0047431830316782,-0.017123686149716377,-0.07337328046560287,-0.030854182317852974,0.020747551694512367,0.002323380671441555,-0.05639582499861717,-0.02142973430454731,-0.013061772100627422,-0.030438154935836792,239.7534507768996,87.62206655454831,354.7263031209226,0.9999999859154932,0.038455791771411896,0.039189163595438004,1262.1327095820607,1711.3128269870779,2561.069542253521,0.07221748459507042,1.0,0.10356318003879464,0.11438568915321969,0.5336622999083354,0.02259974408540307,0.06163957327770405,0.0018220362691251323
1057_IWL_ANG_XX.mp4,-0.5693,0.3253,-286.6209411621094,115.7137222290039,19.632732391357422,15.785619735717773,-17.55181884765625,-7.07932710647583,-0.964080810546875,-8.797281265258789,-7.202141284942627,0.9673441648483276,-4.736605167388916,6.993565082550049,-11.324295997619629,102.00572967529297,27.907115936279297,32.236167907714844,22.74955177307129,34.47496795654297,14.466846466064453,12.428633689880371,10.746529579162598,10.935564041137695,9.99826431274414,9.742987632751465,12.435473442077637,8.512354850769043,0.06512926518917084,0.0071884808130562305,-0.0450887605547905,-0.015419784002006054,0.035216160118579865,0.021726442500948906,0.027418917044997215,0.0045727877877652645,-0.07864072173833847,-0.08685393631458282,-0.10605650395154953,-0.04047061502933502,0.005301287863403559,-0.21503829956054688,-0.04414581507444382,-0.07319573312997818,-0.016892477869987488,0.03611362725496292,0.05731438845396042,0.04090466722846031,0.03952321410179138,0.04656631499528885,0.028518440201878548,-0.014377194456756115,-0.0332019180059433,0.005278086289763451,226.77649246601536,72.95284319352427,335.2350915900484,0.9999999902912623,0.0620075985789299,0.05637626722455025,1264.6490351204652,1581.0629196848147,2603.4587378640776,0.0737352093446602,1.0,0.36834731030141044,0.24398249104092906,0.38168272319950963,0.02022113322311034,0.08715911217272161,0.002209087179226378
1042_IWL_ANG_XX.mp4,0.0,0.0,-294.615966796875,120.30144500732422,8.09071159362793,15.789922714233398,-2.9221725463867188,-9.012351989746094,6.810503959655762,-16.757892608642578,-4.051055431365967,3.738469362258911,-8.741029739379883,6.563845634460449,-8.10842514038086,104.72488403320312,19.79368019104004,35.44812774658203,23.632858276367188,23.379528045654297,20.40082359313965,14.736663818359375,17.17146110534668,10.620200157165527,10.413972854614258,9.321267127990723,9.647496223449707,11.585899353027344,-0.16791091859340668,0.06193431839346886,0.08289311081171036,0.03490087017416954,-0.05788366124033928,-0.09119930118322372,-0.011593908071517944,0.00033758010249584913,-0.03567519783973694,0.04812026396393776,0.05173897370696068,0.03252682089805603,0.019918320700526237,0.06909742206335068,-0.043311707675457,-0.19145344197750092,-0.08706286549568176,-0.017288167029619217,-0.0003169918491039425,-0.01209335308521986,-0.012501957826316357,0.0018361195689067245,-0.01560605876147747,-0.07000358402729034,-0.047455787658691406,-0.034316182136535645,210.17636704692097,75.6249447858941,343.505559200581,0.9999999876543212,0.046391017735004425,0.041388239711523056,1255.567791920524,1601.7739922826454,2599.3441358024693,0.07007740162037036,1.0,0.5016451528055561,0.32964646632871764,0.4258043997281199,0.028379819991870985,0.07892919804815775,0.0024908746413269105
1015_IWL_NEU_XX.mp4,0.0818,0.0818,-352.6711730957031,118.05960083007812,36.728790283203125,14.466666221618652,2.154799461364746,3.572035312652588,5.440213203430176,-1.0096460580825806,-3.2243857383728027,-2.023094892501831,-1.1859467029571533,-0.8425835371017456,-5.549525737762451,84.19452667236328,18.705156326293945,24.324275970458984,19.82491111755371,19.227493286132812,11.331847190856934,10.348543167114258,11.047122955322266,10.869410514831543,8.225887298583984,8.047469139099121,5.7974934577941895,6.544488430023193,1.3952906131744385,-0.10765687376260757,-0.3042359948158264,-0.09928293526172638,-0.0683533325791359,-0.15182745456695557,-0.22895784676074982,0.0034464041236788034,0.11285700649023056,0.1391034722328186,0.0786159336566925,-0.02048070728778839,-0.10030621290206909,0.12152370065450668,0.11976497620344162,-0.047535333782434464,-0.0082110445946455,-0.060805223882198334,-0.1858292520046234,-0.10070350021123886,-0.07909077405929565,-0.01851549744606018,0.03035632334649563,-0.013985274359583855,0.007569065783172846,0.012725532054901123,204.42487957773952,89.01410475831983,318.6958423840317,0.9999999852941179,0.02027556486427784,0.01606658659875393,1194.7989245891172,1750.8458743121914,2632.6976102941176,0.053481158088235295,1.0,0.24646027033466375,0.16851326728795912,0.41957749947709705,0.10659024350131617,0.07280411861041891,0.0013524794919507947
1012_IEO_ANG_HI.mp4,-0.6569,0.7508,-257.348388671875,92.81523132324219,4.006698131561279,20.784299850463867,-9.413273811340332,5.467967987060547,-2.8188230991363525,-13.957755088806152,6.20237398147583,-3.7003042697906494,-3.5551066398620605,1.2560467720031738,-8.059562683105469,157.76878356933594,21.888063430786133,52.71022033691406,24.532245635986328,32.94571304321289,19.270357131958008,15.232824325561523,15.636220932006836,12.176953315734863,8.774077415466309,7.18170690536499,9.516752243041992,10.009773254394531,-0.30999547243118286,-0.16444499790668488,0.1374206244945526,0.11647352576255798,0.10604164004325867,0.04742882400751114,0.048848897218704224,0.06865304708480835,0.17077669501304626,0.13858090341091156,0.02130364067852497,-0.0037119549233466387,0.01738579571247101,0.18016326427459717,0.00343834375962615,-0.20098881423473358,-0.10008265823125839,-0.023760691285133362,-0.035332757979631424,-0.03468114510178566,-0.028649641200900078,-0.048832204192876816,-0.06424740701913834,-0.019235974177718163,0.0020531611517071724,-0.018033327534794807,304.7884975519972,152.18409789663247,450.7940910093647,0.9999999850746272,0.09740743041038513,0.11635897308588028,1542.2077422553787,1721.8234505599319,3255.830223880597,0.09314511427238806,1.0,0.24412723162160913,0.20863774306411925,0.4968848557503345,0.007976922765864236,0.06041238749303533,0.002641777675928843
1007_IEO_ANG_HI.mp4,0.0,0.0,-224.60455322265625,69.30038452148438,-2.877100944519043,13.74636459350586,-2.0014615058898926,2.5727264881134033,-3.2843165397644043,-8.216651916503906,1.952486515045166,0.32563188672065735,-8.28139877319336,-7.053345680236816,-7.717922687530518,188.3377685546875,36.37383270263672,54.22710037231445,23.394676208496094,25.977060317993164,17.096078872680664,14.801289558410645,16.550233840942383,9.821168899536133,7.3763298988342285,6.553247451782227,8.532992362976074,8.298924446105957,1.3074517250061035,0.7641289830207825,-0.5152156949043274,-0.44303303956985474,-0.1894141584634781,-0.13887546956539154,-0.1040661409497261,-0.1274171769618988,-0.06470717489719391,-0.020424388349056244,-0.0427488274872303,0.018123388290405273,0.03403394669294357,0.2635655999183655,0.1362888514995575,-0.1325058937072754,-0.1179521232843399,-0.10272718966007233,-0.06755214184522629,-0.015474962070584297,-0.008992942981421947,0.009557506069540977,0.04990537092089653,0.04494667798280716,0.03246978670358658,0.02292373590171337,295.6936319147559,169.94894254222407,450.339847489392,0.9999999870129872,0.16096912324428558,0.16815797984600067,1664.7584239030587,1753.7025598126252,3351.258116883117,0.10878525771103896,1.0,0.502895769933794,0.3200773062200872,0.4996057991962094,0.05362720876344264,0.07743664712766128,0.0031141972473032013
1018_ITS_SAD_XX.mp4,0.0779,0.0779,-409.36737060546875,101.11151885986328,52.92123794555664,30.940244674682617,16.934749603271484,3.210782289505005,2.9439733028411865,-3.5748519897460938,-1.8457531929016113,0.7831332683563232,-2.02184796333313,-1.1433857679367065,-2.570500373840332,46.3480110168457,30.55409049987793,13.63349437713623,15.566095352172852,13.025008201599121,10.810314178466797,6.907533168792725,5.70203971862793,5.759883403778076,4.636834144592285,4.965139389038086,4.867195129394531,5.54661750793457,0.07215935736894608,0.060150738805532455,-0.023569192737340927,0.05075991898775101,0.01836041733622551,-0.029938122257590294,0.08151613175868988,0.060186717659235,0.09394564479589462,-0.021787745878100395,-0.04327509179711342,0.06463219970464706,0.02867913618683815,-0.15353302657604218,-0.047389011830091476,-0.11677208542823792,0.0017669970402494073,-0.07443966716527939,-0.011098538525402546,0.021698426455259323,-0.040878843516111374,-0.05672546103596687,-0.10788773000240326,-0.03748645633459091,-0.0177619569003582,0.040168847888708115,223.09491006302056,96.19878511506657,270.85387522171004,0.9999999873417723,0.008801941759884357,0.0041944719851017,1437.735448663585,1956.233545154494,3198.1803797468356,0.07711135284810126,1.0,0.24322074260343793,0.12545817678719387,0.455428498998964,0.011817383641677084,0.059173287059498064,0.0010015674693116636
1043_TAI_NEU_XX.mp4,0.0886,0.0886,-375.2937927246094,112.71273040771484,45.241519927978516,28.551490783691406,-4.989814758300781,0.12046658247709274,-1.9565528631210327,-8.793757438659668,4.040156841278076,-5.939905643463135,-2.3197336196899414,-1.0917179584503174,-3.3489420413970947,51.45965576171875,27.236045837402344,25.574939727783203,25.80705451965332,21.67392921447754,15.027066230773926,10.56665325164795,10.263378143310547,7.372660160064697,8.414559364318848,5.41015100479126,6.054636001586914,5.756960868835449,0.13808508217334747,0.05442338436841965,0.13223811984062195,0.05381086841225624,-0.058706484735012054,0.028663938865065575,0.03938130661845207,-0.02569776587188244,-0.018971174955368042,0.04130099341273308,-0.10714555531740189,-0.12102803587913513,0.06818084418773651,-0.06662213057279587,0.038401320576667786,-0.014844332821667194,0.1227414458990097,-0.04149404168128967,-0.029365161433815956,0.02623550221323967,-0.0023759207688272,0.0387471541762352,0.055358853191137314,-0.04636869207024574,-0.04197634011507034,0.01373190525919199,266.8090654969593,131.4500673539951,403.88677919823994,0.9999999846153849,0.01588928885757923,0.008957291953265667,1295.95780944352,1758.4154998469703,2826.3221153846152,0.07177734375,1.0,0.1978416800750861,0.10172516980245132,0.4775337465164862,0.011296291013024103,0.08741086825771155,0.0012563860030757744
1056_TAI_NEU_XX.mp4,0.0843,0.0843,-299.6271057128906,105.5891342163086,28.807964324951172,23.753826141357422,-11.72166633605957,-0.39886221289634705,-10.593582153320312,-18.045703887939453,-1.7241519689559937,-12.531013488769531,2.16121768951416,2.676551580429077,-1.3202276229858398,70.02792358398438,30.89553451538086,28.090269088745117,24.710161209106445,17.72376251220703,18.006704330444336,14.11536693572998,9.412521362304688,13.027273178100586,7.956268310546875,7.737444877624512,7.503036022186279,8.938360214233398,-2.71409273147583,1.491625189781189,-0.11645887047052383,-1.5894180536270142,0.7366348505020142,0.27892187237739563,-0.3394732177257538,0.5274649262428284,0.5396289229393005,0.21001741290092468,0.044811517000198364,0.3779047131538391,-0.2908475995063782,-2.4949615001678467,0.20445823669433594,-0.17489352822303772,-0.16758617758750916,0.8372875452041626,0.5079571008682251,0.2777203917503357,0.04187866300344467,0.05112284794449806,0.13026829063892365,-0.1825079768896103,-0.09314318001270294,-0.261796772480011,215.22754389665008,59.05588571771765,411.8617763788833,0.9999999782608701,0.027825025841593742,0.019372442737221718,1455.9692127011615,1754.1443254885726,3079.6535326086955,0.08009935461956522,1.0,0.15419026863928445,0.08802304452662099,0.4049793661052098,0.017544240109027782,0.10946379157381614,0.0011677721822349124
